-97.09,0.414,0.614,0.77,5.77
-1152,4.594,6.815,0.85,49
-3690,32.02,19.24,0.85,244
-13.68,0.088,0.092,0.43,2.7
-67.9,0.855,0.376,0.71,9.6
-232,1.525,1.343,0.62,26.6
-112,1.43,1.73,0.49,40
367,18.3,-5.73,0.66,171
263,26.7,-8.0,0.78,175
-934,11.8,3.44,0.73,117
