3.767,0.065,0.033,0.530,1.1
-6.05,-0.039,0.142,0.510,1.25
-2.42,0.038,0.135,0.600,1.31
4.11,0.026,0.033,0.383,1.12
0.192,-0.028,0.093,0.371,1.14
1.67,0.03,0.054,0.368,1.4
8.357,-0.0025,0.023,0.288,0.69
3.32,0.0076,0.047,0.258,1.19
1.398,0.0058,0.045,0.437,1.18
1.182,0.0018,0.0434,0.320,1.0
