-13.62,0.444,0.195,-0.017,0.0887,0.931,0.694
-0.742,0.485,0.0007,-0.002,0.001,0.931,0.44
-3271,76.7,30.3,10.2,18.3,0.914,141
-2354,65.3,21.5,-2.3,10.57,0.945,82
-2657,43.0,33.3,1.6,20.6,0.887,145
