-15.48,0.144,0.088,0.55,2.7
-70.5,1.134,0.3,0.47,2.2
-13.5,11.3,-2.28,0.89,49
-6.26,0.0762,0.0347,0.43,1.8
5.66,0.306,-0.088,0.66,2.9
-16.9,0.662,0.0435,0.44,12.5
61.6,1.72,0.0814,0.42,35.6
561,36.03,-9.98,0.81,212
1501,43.14,-19.8,0.87,188
-775,14.7,1.685,0.78,116
