23.9,0.337,-0.059,0.56,2.3
-53.2,0.284,0.489,0.33,12.7
1339.8,6.30,-8.28,0.53,94.4
-2.138,0.053,0.0073,0.39,0.7
7.4,0.21,-0.08,0.61,1.3
-118.6,1.19,0.44,0.83,5.3
-35.48,2.43,0.237,0.41,29.9
-2823.2,25.8,12.8,0.77,163.2
-672.9,1.47,7.53,0.28,211.6
-715.9,23.5,-1.106,0.64,140.0
