-17.819,0.153,0.23,0.367,0.933,0.572
-3.655,0.478,-0.07,0.088,0.800,0.99
-6729,87.8,50.3,75.3,0.893,206
-6774,88.4,38.6,78.0,0.896,205
-1173,4.06,6.0,26.8,0.878,52
