-6.017,0.0675,0.0145,0.205,0.963,0.121
0.0937,0.396,0.064,-0.041,0.645,1.1
-1437,28.64,3.202,21.6,0.964,24.3
-1489,28.97,6.48,21.5,0.968,23.1
-194.8,0.214,-3.64,8.9,0.583,20.5
