0.638,0.0293,0.0172,0.7
-11.7,0.297,0.0461,0.84
5.44,0.186,-0.0546,0.7
2.21,0.101,-0.0086,0.63
7.27,0.129,-0.0485,0.92
-5.73,0.0178,0.0481,0.82
1.12,0.0087,-0.0057,0.72
0.254,0.0265,-0.0033,0.77
-0.625,0.0083,0.0054,0.75
-0.605,0.0022,0.0044,0.68
