-768,2.44,5.2,0.63
5096,51.1,-39.3,0.75
-1042,14.5,3.7,0.55
-356,12.4,1.31,0.55
-6984,40.6,34.5,0.92
-703,2.47,5.32,0.61
-12.1,0.03,0.0781,0.55
43.8,1.15,-0.202,0.59
-121,0.622,0.71,0.61
-16.3,0.0409,0.102,0.64
