1.95,0.0535,0.105,0.65
-30.4,-0.0156,0.324,0.75
-1.71,-0.0794,0.138,0.45
26.4,0.0473,-0.0311,0.2
4.26,-0.0183,0.24,0.55
-16,0.0218,0.321,0.88
3.8,0.013,0.119,0.64
-15,0.012,0.229,0.68
0.143,-0.0281,0.161,0.63
-3.7,0.0036,0.131,0.62
