-540,1.43,3.583,0.69
5072,37.7,-36.5,0.81
-716,18.4,0.301,0.68
-314,17.5,-0.862,0.68
-755,14.3,0.766,0.96
-21.5,1.03,0.147,0.57
-73.8,0.194,0.465,0.78
69.6,0.384,-0.475,0.72
-4.09,0.0841,0.0176,0.54
-2.27,0.0148,0.0157,0.45
