-362,2.874,3.091,0.77
-3504,40.4,14.5,0.84
586,11.8,-6.14,0.76
21.6,8.53,-0.788,0.68
-618,24.1,1.61,0.82
-1422,0.651,10.2,0.81
10.7,0.234,-0.0626,0.72
-88.9,1.04,0.56,0.68
-76.5,0.34,0.523,0.8
-11.5,0.0572,0.0696,0.78
