-243,2.86,2.14,0.75
-3900,54.8,14.5,0.86
962,23.3,-11.3,0.94
197,14,-2.86,0.52
-757,23.5,2.49,0.92
-1522,1.73,10.8,0.82
8.28,0.0608,-0.0543,0.56
-90.1,0.875,0.611,0.67
-79.6,0.365,0.541,0.8
-10.4,0.0422,0.0645,0.78
