-7.75,0.0586,0.0497,0.79
-4.13,0.175,0.0248,0.8
11.7,0.12,-0.0633,0.7
13.1,0.162,-0.0873,0.64
1.18,0.182,-0.0259,0.9
-3.53,0.0306,0.0268,0.81
-2.25,0.001,0.0182,0.74
-0.896,0.0252,0.0051,0.55
-0.731,0.0047,0.0084,0.44
-0.325,-0.0016,0.0051,0.3
