-498,3.67,2.4,0.77
16.7,45.8,-10.1,0.85
2535,31.2,-21.8,0.83
1639,34.2,-18.3,0.8
282,13.8,-5.46,0.92
-167,1.73,0.707,0.79
-100,0.119,0.674,0.68
26,0.711,-0.309,0.56
-11.4,0.0844,0.0708,0.43
-5.11,-0.0084,0.0467,0.46
