-1450,6.29,7.36,0.86
-3034,40.1,10.5,0.79
1471,22.7,-12.4,0.71
1532,30.1,-15.8,0.69
-1884,41.4,3.2,0.83
-1504,5.34,8.76,0.85
-23.1,0.003,0.155,0.71
-509,1.68,2.82,0.66
-160,-0.0113,1.26,0.55
-20.3,-0.0284,0.158,0.66
