78.6,2.22,-0.129,0.64
-1420,43.8,0.528,0.89
586,24.1,-9.1,0.97
248,19.9,-5.08,0.73
389,7.6,-3.93,0.84
-276,0.981,1.83,0.85
10.8,0.265,-0.0726,0.75
8.31,0.483,-0.154,0.84
-5.16,0.0946,0.0221,0.74
-3.37,0.03,0.017,0.87
