1,6.35,8.98,7.79,2.09
1,6.59,8.8,8.58,1.42
1.083,6.48,7.49,7.3,1.24
1,4.56,5.85,4.32,1.58
1,6.43,7.81,7.59,1.14
0.73,9.49,10.5,9.18,2.34
0.76,5.39,7.36,8.68,1.33
1.456,5.33,21.71,9.83,1.33
1.035,8.55,18.73,12.54,1.4
2.305,3.43,9.37,8.07,0.74
