-2.58,0.0471,0.104,0.0651,0.889,0.144
-2.004,0.566,0.056,-0.016,0.924,0.618
-359,10.2,6.4,8.5,0.913,14.4
-331,10.3,5.5,5.6,0.927,13.6
-106,0.4,3.8,4.2,0.648,11.2
