-7.385,0.146,0.071,0.0356,0.199,0.791,0.245
0.201,0.503,0.0027,0.043,-0.158,0.752,0.53
-987,23.74,3.97,3.46,18.58,0.754,31.1
-983,19.9,8.43,3.22,10.2,0.748,30.9
-721,7.36,6.14,2.28,18.25,0.603,31.6
