-0.594,0.041,-0.035,0.029,0.744,0.054
-3.005,0.596,0.264,0.091,0.687,0.887
-41.05,2.29,-1.62,1.27,0.743,2.9
-26.6,1.818,-1.083,0.527,0.782,1.85
-14.9,0.596,-0.814,0.818,0.540,1.72
