-2.04,0.05,-0.0049,0.087,0.874,0.08
0.732,0.588,-0.0857,-0.0187,0.691,0.89
-229,7.12,-0.049,5.066,0.910,6.0
-220,7.06,-0.082,4.544,0.930,5.1
-39.2,0.560,-0.972,1.996,0.676,2.7
