0.997,55.85,1.37,44,40,10.3,25.7,24.5,12.4
3.16,40.47,4.33,385,371,64.6,28.1,27.5,11.4
10.36,45.49,14.165,1997.8,1999.4,413.4,26.7,26.7,12.1
0.447,63.09,0.614,13.2,8.76,5.37,28.5,23.3,1.2
1.177,57.26,1.625,64.7,60.2,12.6,29.5,28.4,13
1.98,55.02,2.707,127.3,114.4,38.95,32.8,31,18.2
5.018,50.05,6.94,272.1,293.9,202.4,30.3,31.5,26.1
11.654,50.66,15.955,1725.6,705.2,1454.5,50.5,31.99,36.5
11.953,45.02,16.327,1280.8,819.1,1203.1,48.2,38.3,46.8
8.164,35.41,11.174,656.8,525,592.4,35.6,31.9,34
