-0.6286,0.066,-0.0136,0.0048,0.723,0.099
-1.267,0.519,0.176,0.061,0.711,0.92
-91.17,5.25,-0.335,0.386,0.810,6.0
-89.1,4.788,0.477,0.271,0.835,5.0
-11.9,0.771,0.047,0.243,0.518,2.8
