-1678,1.687,11.7,0.87
-1374,22.7,4.91,0.78
10.9,8.91,-0.88,0.43
1130,16.6,-10.2,0.8
-1291,31.2,3.04,0.71
-980,-0.315,7.88,0.84
-77.9,-0.2,0.66,0.57
-130,2.03,0.54,0.64
-138,0.395,0.938,0.68
-12.1,0.144,0.0487,0.73
