-12.4,0.0255,0.0991,0.9
-2.95,0.224,0.0055,0.84
2.09,0.128,-0.0125,0.56
13.1,0.185,-0.105,0.82
4,0.156,-0.036,0.79
-2.75,0.0058,0.0336,0.76
-1.34,-0.0012,0.0137,0.6
0.876,0.0375,-0.0099,0.72
-0.739,0.0103,0.0063,0.64
-0.12,0.0098,-0.0007,0.64
