-2226,3.07,14.3,0.92
-1907,45.6,2.77,0.83
-284,24.7,-3.43,0.8
1339,24.6,-13.5,0.76
-1172,32.8,1.69,0.71
-1024,-0.0173,8.32,0.83
-20.4,0.008,0.141,0.66
-141,1.9,0.634,0.64
-136,0.441,0.917,0.68
-9.06,0.115,0.0356,0.71
