-28.1,0.0233,0.299,0.84
-15.8,-0.0247,0.267,0.68
-6.13,-0.0661,0.162,0.4
38.5,0.117,-0.14,0.45
-3.27,-0.0193,0.271,0.66
-2.73,-0.0527,0.271,0.75
7.97,0.008,0.0957,0.53
-9.88,-0.012,0.21,0.61
-7.54,-0.0049,0.194,0.77
13.6,0.106,-0.0092,0.52
